Absorption and Emission cross sections are only a function of host glass composition,,
Fiber used for Measurement (for data traceability purposes):,,
Fiber ID: 10-A1307-10-3B-13-01,,
Part Number: LMA-YDF-25/250-VIII,,
Yb absorption and emission Cross-Sections for Gen VIII glass,,
m,m^2,m^2
wavelength,absorption,emission
1.0246E-06,7.4600E-26,7.8720E-25
1.0248E-06,7.4000E-26,7.8850E-25
1.0250E-06,7.3400E-26,7.8890E-25
1.0252E-06,7.2500E-26,7.8680E-25
1.0254E-06,7.1900E-26,7.8790E-25
1.0256E-06,7.1000E-26,7.8570E-25
1.0258E-06,7.0500E-26,7.8740E-25
1.0260E-06,7.0300E-26,7.9230E-25
1.0262E-06,6.9400E-26,7.8900E-25
1.0264E-06,6.9000E-26,7.9230E-25
1.0266E-06,6.8500E-26,7.9380E-25
1.0268E-06,6.8100E-26,7.9710E-25
1.0270E-06,6.6800E-26,7.8910E-25
1.0272E-06,6.6300E-26,7.9050E-25
1.0274E-06,6.5500E-26,7.8800E-25
1.0276E-06,6.5000E-26,7.8950E-25
1.0278E-06,6.4300E-26,7.8860E-25
1.0280E-06,6.3600E-26,7.8640E-25
1.0282E-06,6.2800E-26,7.8410E-25
1.0284E-06,6.2000E-26,7.8170E-25
1.0286E-06,6.1400E-26,7.8040E-25
1.0288E-06,6.0600E-26,7.7780E-25
1.0290E-06,5.9900E-26,7.7630E-25
1.0292E-06,5.9400E-26,7.7720E-25
1.0294E-06,5.8600E-26,7.7300E-25
1.0296E-06,5.8000E-26,7.7250E-25
1.0298E-06,5.7200E-26,7.6930E-25
1.0300E-06,5.6200E-26,7.6340E-25
1.0302E-06,5.5900E-26,7.6510E-25
1.0304E-06,5.5200E-26,7.6280E-25
1.0306E-06,5.4500E-26,7.6060E-25
1.0308E-06,5.3800E-26,7.5810E-25
1.0310E-06,5.3200E-26,7.5570E-25
1.0312E-06,5.2500E-26,7.5330E-25
1.0314E-06,5.1800E-26,7.5060E-25
1.0316E-06,5.1200E-26,7.4790E-25
1.0318E-06,5.0500E-26,7.4520E-25
1.0320E-06,4.9900E-26,7.4240E-25
1.0322E-06,4.9200E-26,7.3980E-25
1.0324E-06,4.8600E-26,7.3690E-25
1.0326E-06,4.8000E-26,7.3420E-25
1.0328E-06,4.7400E-26,7.3150E-25
1.0330E-06,4.6700E-26,7.2850E-25
1.0332E-06,4.6100E-26,7.2550E-25
1.0334E-06,4.5500E-26,7.2210E-25
1.0336E-06,4.4800E-26,7.1870E-25
1.0338E-06,4.4200E-26,7.1510E-25
1.0340E-06,4.3600E-26,7.1190E-25
1.0342E-06,4.3000E-26,7.0850E-25
1.0344E-06,4.2400E-26,7.0520E-25
1.0346E-06,4.1800E-26,7.0190E-25
1.0348E-06,4.1300E-26,6.9850E-25
1.0350E-06,4.0700E-26,6.9520E-25
1.0352E-06,4.0100E-26,6.9160E-25
1.0354E-06,3.9500E-26,6.8810E-25
1.0356E-06,3.9000E-26,6.8470E-25
1.0358E-06,3.8400E-26,6.8130E-25
1.0360E-06,3.7900E-26,6.7790E-25
1.0362E-06,3.7400E-26,6.7470E-25
1.0364E-06,3.6800E-26,6.7140E-25
1.0366E-06,3.6300E-26,6.6820E-25
1.0368E-06,3.5800E-26,6.6490E-25
1.0370E-06,3.5300E-26,6.6180E-25
1.0372E-06,3.4900E-26,6.5870E-25
1.0374E-06,3.4400E-26,6.5550E-25
1.0376E-06,3.3900E-26,6.5220E-25
1.0378E-06,3.3400E-26,6.4890E-25
1.0380E-06,3.2900E-26,6.4570E-25
1.0382E-06,3.2500E-26,6.4220E-25
1.0384E-06,3.2000E-26,6.3880E-25
1.0386E-06,3.1500E-26,6.3530E-25
1.0388E-06,3.1100E-26,6.3190E-25
1.0390E-06,3.0600E-26,6.2840E-25
1.0392E-06,3.0200E-26,6.2500E-25
1.0394E-06,2.9800E-26,6.2200E-25
1.0396E-06,2.9300E-26,6.1870E-25
1.0398E-06,2.8900E-26,6.1530E-25
1.0400E-06,2.8500E-26,6.1190E-25
1.0402E-06,2.8100E-26,6.0860E-25
1.0404E-06,2.7700E-26,6.0510E-25
1.0406E-06,2.7300E-26,6.0170E-25
1.0408E-06,2.6900E-26,5.9830E-25
1.0410E-06,2.6500E-26,5.9510E-25
1.0412E-06,2.6100E-26,5.9210E-25
1.0414E-06,2.5700E-26,5.8900E-25
1.0416E-06,2.5400E-26,5.8600E-25
1.0418E-06,2.5000E-26,5.8320E-25
1.0420E-06,2.4700E-26,5.8020E-25
1.0422E-06,2.4300E-26,5.7700E-25
1.0424E-06,2.4000E-26,5.7390E-25
1.0426E-06,2.3600E-26,5.7110E-25
1.0428E-06,2.3300E-26,5.6840E-25
1.0430E-06,2.3000E-26,5.6580E-25
1.0432E-06,2.2700E-26,5.6350E-25
1.0434E-06,2.2400E-26,5.6120E-25
1.0436E-06,2.2100E-26,5.5880E-25
1.0438E-06,2.1800E-26,5.5630E-25
1.0440E-06,2.1500E-26,5.5390E-25
1.0442E-06,2.1200E-26,5.5150E-25
1.0444E-06,2.0900E-26,5.4870E-25
1.0446E-06,2.0700E-26,5.4610E-25
1.0448E-06,2.0400E-26,5.4370E-25
1.0450E-06,2.0100E-26,5.4120E-25
1.0452E-06,1.9800E-26,5.3860E-25
1.0454E-06,1.9600E-26,5.3580E-25
1.0456E-06,1.9300E-26,5.3300E-25
1.0458E-06,1.9000E-26,5.3030E-25
1.0460E-06,1.8700E-26,5.2740E-25
1.0462E-06,1.8500E-26,5.2460E-25
1.0464E-06,1.8200E-26,5.2200E-25
1.0466E-06,1.8000E-26,5.1960E-25
1.0468E-06,1.7700E-26,5.1700E-25
1.0470E-06,1.7500E-26,5.1420E-25
1.0472E-06,1.7200E-26,5.1150E-25
1.0474E-06,1.7000E-26,5.0870E-25
1.0476E-06,1.6700E-26,5.0580E-25
1.0478E-06,1.6500E-26,5.0300E-25
1.0480E-06,1.6300E-26,5.0060E-25
1.0482E-06,1.6000E-26,4.9800E-25
1.0484E-06,1.5800E-26,4.9560E-25
1.0486E-06,1.5600E-26,4.9350E-25
1.0488E-06,1.5400E-26,4.9160E-25
1.0490E-06,1.5200E-26,4.8940E-25
1.0492E-06,1.5000E-26,4.8750E-25
1.0494E-06,1.4800E-26,4.8550E-25
1.0496E-06,1.4600E-26,4.8400E-25
1.0498E-06,1.4500E-26,4.8230E-25
1.0500E-06,1.4300E-26,4.8060E-25
1.0502E-06,1.4100E-26,4.7910E-25
1.0504E-06,1.3900E-26,4.7740E-25
1.0506E-06,1.3800E-26,4.7600E-25
1.0508E-06,1.3600E-26,4.7470E-25
1.0510E-06,1.3400E-26,4.7310E-25
1.0512E-06,1.3300E-26,4.7170E-25
1.0514E-06,1.3100E-26,4.7020E-25
1.0516E-06,1.3000E-26,4.6910E-25
1.0518E-06,1.2800E-26,4.6780E-25
1.0520E-06,1.2700E-26,4.6660E-25
1.0522E-06,1.2500E-26,4.6510E-25
1.0524E-06,1.2400E-26,4.6400E-25
1.0526E-06,1.2200E-26,4.6270E-25
1.0528E-06,1.2100E-26,4.6150E-25
1.0530E-06,1.2000E-26,4.5970E-25
1.0532E-06,1.1800E-26,4.5850E-25
1.0534E-06,1.1700E-26,4.5660E-25
1.0536E-06,1.1500E-26,4.5520E-25
1.0538E-06,1.1400E-26,4.5370E-25
1.0540E-06,1.1300E-26,4.5270E-25
1.0542E-06,1.1100E-26,4.5170E-25
1.0544E-06,1.1000E-26,4.5060E-25
1.0546E-06,1.0900E-26,4.4940E-25
1.0548E-06,1.0800E-26,4.4820E-25
1.0550E-06,1.0600E-26,4.4700E-25
1.0552E-06,1.0500E-26,4.4570E-25
1.0554E-06,1.0400E-26,4.4490E-25
1.0556E-06,1.0300E-26,4.4400E-25
1.0558E-06,1.0200E-26,4.4250E-25
1.0560E-06,1.0100E-26,4.4160E-25
1.0562E-06,9.9000E-27,4.4060E-25
1.0564E-06,9.8000E-27,4.3950E-25
1.0566E-06,9.7000E-27,4.3840E-25
1.0568E-06,9.6000E-27,4.3720E-25
1.0570E-06,9.5000E-27,4.3600E-25
1.0572E-06,9.4000E-27,4.3540E-25
1.0574E-06,9.3000E-27,4.3470E-25
1.0576E-06,9.2000E-27,4.3400E-25
1.0578E-06,9.1000E-27,4.3320E-25
1.0580E-06,9.0000E-27,4.3170E-25
1.0582E-06,8.9000E-27,4.3010E-25
1.0584E-06,8.8000E-27,4.2920E-25
1.0586E-06,8.7000E-27,4.2820E-25
1.0588E-06,8.6000E-27,4.2720E-25
1.0590E-06,8.5000E-27,4.2610E-25
1.0592E-06,8.4000E-27,4.2490E-25
1.0594E-06,8.3000E-27,4.2370E-25
1.0596E-06,8.2000E-27,4.2240E-25
1.0598E-06,8.1000E-27,4.2110E-25
1.0600E-06,8.0000E-27,4.1980E-25
1.0602E-06,7.9000E-27,4.1830E-25
1.0604E-06,7.8000E-27,4.1680E-25
1.0606E-06,7.7000E-27,4.1600E-25
1.0608E-06,7.7000E-27,4.1520E-25
1.0610E-06,7.6000E-27,4.1430E-25
1.0612E-06,7.5000E-27,4.1330E-25
1.0614E-06,7.4000E-27,4.1230E-25
1.0616E-06,7.3000E-27,4.1050E-25
1.0618E-06,7.2000E-27,4.0940E-25
1.0620E-06,7.1000E-27,4.0820E-25
1.0622E-06,7.1000E-27,4.0780E-25
1.0624E-06,7.0000E-27,4.0650E-25
1.0626E-06,6.9000E-27,4.0520E-25
1.0628E-06,6.8000E-27,4.0380E-25
1.0630E-06,6.8000E-27,4.0320E-25
1.0632E-06,6.7000E-27,4.0170E-25
1.0634E-06,6.6000E-27,4.0020E-25
1.0636E-06,6.5000E-27,3.9950E-25
1.0638E-06,6.5000E-27,3.9870E-25
1.0640E-06,6.4000E-27,3.9780E-25
1.0642E-06,6.3000E-27,3.9690E-25
1.0644E-06,6.2000E-27,3.9600E-25
1.0646E-06,6.2000E-27,3.9500E-25
1.0648E-06,6.1000E-27,3.9400E-25
1.0650E-06,6.0000E-27,3.9200E-25
1.0652E-06,6.0000E-27,3.9090E-25
1.0654E-06,5.9000E-27,3.8970E-25
1.0656E-06,5.8000E-27,3.8850E-25
1.0658E-06,5.7000E-27,3.8720E-25
1.0660E-06,5.7000E-27,3.8580E-25
1.0662E-06,5.6000E-27,3.8440E-25
1.0664E-06,5.5000E-27,3.8300E-25
1.0666E-06,5.5000E-27,3.8240E-25
1.0668E-06,5.4000E-27,3.8190E-25
1.0670E-06,5.4000E-27,3.8030E-25
1.0672E-06,5.3000E-27,3.7860E-25
1.0674E-06,5.2000E-27,3.7790E-25
1.0676E-06,5.2000E-27,3.7710E-25
1.0678E-06,5.1000E-27,3.7630E-25
1.0680E-06,5.1000E-27,3.7440E-25
1.0682E-06,5.0000E-27,3.7250E-25
1.0684E-06,4.9000E-27,3.7150E-25
1.0686E-06,4.9000E-27,3.7050E-25
1.0688E-06,4.8000E-27,3.6950E-25
1.0690E-06,4.8000E-27,3.6840E-25
1.0692E-06,4.7000E-27,3.6840E-25
1.0694E-06,4.7000E-27,3.6720E-25
1.0696E-06,4.6000E-27,3.6590E-25
1.0698E-06,4.6000E-27,3.6470E-25
1.0700E-06,4.5000E-27,3.6330E-25
1.0702E-06,4.4000E-27,3.6200E-25
1.0704E-06,4.4000E-27,3.6050E-25
1.0706E-06,4.3000E-27,3.5900E-25
1.0708E-06,4.3000E-27,3.5750E-25
1.0710E-06,4.2000E-27,3.5590E-25
1.0712E-06,4.2000E-27,3.5540E-25
1.0714E-06,4.1000E-27,3.5490E-25
1.0716E-06,4.1000E-27,3.5320E-25
1.0718E-06,4.0000E-27,3.5140E-25
1.0720E-06,4.0000E-27,3.4960E-25
1.0722E-06,3.9000E-27,3.4890E-25
1.0724E-06,3.9000E-27,3.4810E-25
1.0726E-06,3.8000E-27,3.4610E-25
1.0728E-06,3.8000E-27,3.4410E-25
1.0730E-06,3.7000E-27,3.4190E-25
1.0732E-06,3.7000E-27,3.3970E-25
1.0734E-06,3.6000E-27,3.3750E-25
1.0736E-06,3.6000E-27,3.3640E-25
1.0738E-06,3.5000E-27,3.3540E-25
1.0740E-06,3.5000E-27,3.3430E-25
1.0742E-06,3.4000E-27,3.3310E-25
1.0744E-06,3.4000E-27,3.3190E-25
1.0746E-06,3.4000E-27,3.3070E-25
1.0748E-06,3.3000E-27,3.2940E-25
1.0750E-06,3.3000E-27,3.2800E-25
1.0752E-06,3.2000E-27,3.2660E-25
1.0754E-06,3.2000E-27,3.2380E-25
1.0756E-06,3.1000E-27,3.2090E-25
1.0758E-06,3.1000E-27,3.1930E-25
1.0760E-06,3.0000E-27,3.1770E-25
1.0762E-06,3.0000E-27,3.1610E-25
1.0764E-06,3.0000E-27,3.1430E-25
1.0766E-06,2.9000E-27,3.1260E-25
1.0768E-06,2.9000E-27,3.1220E-25
1.0770E-06,2.9000E-27,3.1190E-25
1.0772E-06,2.8000E-27,3.1000E-25
1.0774E-06,2.8000E-27,3.0800E-25
1.0776E-06,2.7000E-27,3.0600E-25
1.0778E-06,2.7000E-27,3.0390E-25
1.0780E-06,2.7000E-27,3.0180E-25
1.0782E-06,2.6000E-27,2.9960E-25
1.0784E-06,2.6000E-27,2.9730E-25
1.0786E-06,2.5000E-27,2.9500E-25
1.0788E-06,2.5000E-27,2.9270E-25
1.0790E-06,2.5000E-27,2.9020E-25
1.0792E-06,2.4000E-27,2.8770E-25
1.0794E-06,2.4000E-27,2.8510E-25
1.0796E-06,2.3000E-27,2.8420E-25
1.0798E-06,2.3000E-27,2.8320E-25
1.0800E-06,2.3000E-27,2.8220E-25
1.0802E-06,2.3000E-27,2.8110E-25
1.0804E-06,2.2000E-27,2.8000E-25
1.0806E-06,2.2000E-27,2.7710E-25
1.0808E-06,2.1000E-27,2.7420E-25
1.0810E-06,2.1000E-27,2.7110E-25
1.0812E-06,2.1000E-27,2.6800E-25
1.0814E-06,2.0000E-27,2.6670E-25
1.0816E-06,2.0000E-27,2.6520E-25
1.0818E-06,2.0000E-27,2.6380E-25
1.0820E-06,2.0000E-27,2.6230E-25
1.0822E-06,1.9000E-27,2.6080E-25
1.0824E-06,1.9000E-27,2.5920E-25
1.0826E-06,1.9000E-27,2.5940E-25
1.0828E-06,1.9000E-27,2.5970E-25
1.0830E-06,1.9000E-27,2.5990E-25
1.0832E-06,1.8000E-27,2.5820E-25
1.0834E-06,1.8000E-27,2.5640E-25
1.0836E-06,1.8000E-27,2.5460E-25
1.0838E-06,1.7000E-27,2.5280E-25
1.0840E-06,1.7000E-27,2.5080E-25
1.0842E-06,1.7000E-27,2.4890E-25
1.0844E-06,1.7000E-27,2.4680E-25
1.0846E-06,1.6000E-27,2.4270E-25
1.0848E-06,1.6000E-27,2.4050E-25
1.0850E-06,1.6000E-27,2.3830E-25
1.0852E-06,1.5000E-27,2.3610E-25
1.0854E-06,1.5000E-27,2.3380E-25
1.0856E-06,1.5000E-27,2.3140E-25
1.0858E-06,1.5000E-27,2.2900E-25
1.0860E-06,1.4000E-27,2.2650E-25
1.0862E-06,1.4000E-27,2.2390E-25
1.0864E-06,1.4000E-27,2.2130E-25
1.0866E-06,1.3000E-27,2.1870E-25
1.0868E-06,1.3000E-27,2.1600E-25
1.0870E-06,1.3000E-27,2.1320E-25
1.0872E-06,1.3000E-27,2.1030E-25
1.0874E-06,1.2000E-27,2.0980E-25
1.0876E-06,1.2000E-27,2.0920E-25
1.0878E-06,1.2000E-27,2.0850E-25
1.0880E-06,1.2000E-27,2.0550E-25
1.0882E-06,1.2000E-27,2.0240E-25
1.0884E-06,1.1000E-27,1.9920E-25
1.0886E-06,1.1000E-27,1.9600E-25
1.0888E-06,1.1000E-27,1.9510E-25
1.0890E-06,1.1000E-27,1.9430E-25
1.0892E-06,1.1000E-27,1.9340E-25
1.0894E-06,1.1000E-27,1.9250E-25
1.0896E-06,1.0000E-27,1.9150E-25
1.0898E-06,1.0000E-27,1.9050E-25
1.0900E-06,1.0000E-27,1.8950E-25
1.0902E-06,1.0000E-27,1.8850E-25
1.0904E-06,1.0000E-27,1.8740E-25
1.0906E-06,1.0000E-27,1.8630E-25
1.0908E-06,9.0000E-28,1.8250E-25
1.0910E-06,9.0000E-28,1.7860E-25
1.0912E-06,9.0000E-28,1.7460E-25
1.0914E-06,9.0000E-28,1.7050E-25
1.0916E-06,8.0000E-28,1.6640E-25
1.0918E-06,8.0000E-28,1.6220E-25
1.0920E-06,8.0000E-28,1.5790E-25
1.0922E-06,8.0000E-28,1.5630E-25
1.0924E-06,7.0000E-28,1.5480E-25
1.0926E-06,7.0000E-28,1.5320E-25
1.0928E-06,7.0000E-28,1.5150E-25
1.0930E-06,7.0000E-28,1.4980E-25
1.0932E-06,7.0000E-28,1.4810E-25
1.0934E-06,7.0000E-28,1.4630E-25
1.0936E-06,7.0000E-28,1.4450E-25
1.0938E-06,7.0000E-28,1.4270E-25
1.0940E-06,6.0000E-28,1.4080E-25
1.0942E-06,6.0000E-28,1.3890E-25
1.0944E-06,6.0000E-28,1.3690E-25
1.0946E-06,6.0000E-28,1.3490E-25
1.0948E-06,6.0000E-28,1.3290E-25
1.0950E-06,6.0000E-28,1.3390E-25
1.0952E-06,6.0000E-28,1.3500E-25
1.0954E-06,6.0000E-28,1.3620E-25
1.0956E-06,6.0000E-28,1.3400E-25
1.0958E-06,6.0000E-28,1.3180E-25
1.0960E-06,5.0000E-28,1.2960E-25
1.0962E-06,5.0000E-28,1.2730E-25
1.0964E-06,5.0000E-28,1.2500E-25
1.0966E-06,5.0000E-28,1.2260E-25
1.0968E-06,5.0000E-28,1.2020E-25
1.0970E-06,5.0000E-28,1.1770E-25
1.0972E-06,5.0000E-28,1.1510E-25
1.0974E-06,4.0000E-28,1.1260E-25
1.0976E-06,4.0000E-28,1.1000E-25
1.0978E-06,4.0000E-28,1.0730E-25
1.0980E-06,4.0000E-28,1.0450E-25
1.0982E-06,4.0000E-28,1.0180E-25
1.0984E-06,4.0000E-28,9.8900E-26
1.0986E-06,4.0000E-28,9.6100E-26
1.0988E-06,3.0000E-28,9.3100E-26
1.0990E-06,3.0000E-28,9.0100E-26
1.0992E-06,3.0000E-28,8.7100E-26
1.0994E-06,3.0000E-28,8.4000E-26
1.0996E-06,3.0000E-28,8.0800E-26
1.0998E-06,3.0000E-28,8.1500E-26
1.1000E-06,3.0000E-28,8.2100E-26
